0.000000, 0.000000, 0.000000, 0.000000
0.000458, 0.000458, 0.000912, 0.000000
0.000916, 0.000916, 0.001825, 0.000000
0.001374, 0.001374, 0.002737, 0.000000
0.001832, 0.001832, 0.003650, 0.000000
0.002290, 0.002290, 0.004562, 0.000000
0.002748, 0.002748, 0.005474, 0.000000
0.003206, 0.003206, 0.006387, 0.000000
0.003664, 0.003664, 0.007299, 0.000000
0.004122, 0.004122, 0.008212, 0.000000
0.004580, 0.004580, 0.009124, 0.000000
0.005038, 0.005038, 0.010036, 0.000000
0.005496, 0.005496, 0.010949, 0.000000
0.005954, 0.005954, 0.011861, 0.000000
0.006412, 0.006412, 0.012774, 0.000000
0.006870, 0.006870, 0.013686, 0.000000
0.007328, 0.007328, 0.014599, 0.000000
0.007786, 0.007786, 0.015511, 0.000000
0.008244, 0.008244, 0.016423, 0.000000
0.008702, 0.008702, 0.017336, 0.000000
0.009160, 0.009160, 0.018248, 0.000000
0.009618, 0.009618, 0.019161, 0.000000
0.010076, 0.010076, 0.020073, 0.000000
0.010534, 0.010534, 0.020985, 0.000000
0.010992, 0.010992, 0.021898, 0.000000
0.011450, 0.011450, 0.022810, 0.000000
0.011908, 0.011908, 0.023723, 0.000000
0.012366, 0.012366, 0.024635, 0.000000
0.012824, 0.012824, 0.025547, 0.000000
0.013282, 0.013282, 0.026460, 0.000000
0.013740, 0.013740, 0.027372, 0.000000
0.014198, 0.014198, 0.028285, 0.000000
0.014656, 0.014656, 0.029197, 0.000000
0.015114, 0.015114, 0.030109, 0.000000
0.015572, 0.015572, 0.031022, 0.000000
0.016030, 0.016030, 0.031934, 0.000000
0.016488, 0.016488, 0.032847, 0.000000
0.016946, 0.016946, 0.033759, 0.000000
0.017404, 0.017404, 0.034672, 0.000000
0.017862, 0.017862, 0.035584, 0.000000
0.018320, 0.018320, 0.036496, 0.000000
0.018778, 0.018778, 0.037409, 0.000000
0.019236, 0.019236, 0.038321, 0.000000
0.019694, 0.019694, 0.039234, 0.000000
0.020152, 0.020152, 0.040146, 0.000000
0.020610, 0.020610, 0.041058, 0.000000
0.021068, 0.021068, 0.041971, 0.000000
0.021526, 0.021526, 0.042883, 0.000000
0.021984, 0.021984, 0.043796, 0.000000
0.022442, 0.022442, 0.044708, 0.000000
0.022900, 0.022900, 0.045620, 0.000000
0.023358, 0.023358, 0.046533, 0.000000
0.023816, 0.023816, 0.047445, 0.000000
0.024274, 0.024274, 0.048358, 0.000000
0.024732, 0.024732, 0.049270, 0.000000
0.025190, 0.025190, 0.050182, 0.000000
0.025648, 0.025648, 0.051095, 0.000000
0.026106, 0.026106, 0.052007, 0.000000
0.026564, 0.026564, 0.052920, 0.000000
0.027022, 0.027022, 0.053832, 0.000000
0.027480, 0.027480, 0.054745, 0.000000
0.027938, 0.027938, 0.055657, 0.000000
0.028396, 0.028396, 0.056569, 0.000000
0.028854, 0.028854, 0.057482, 0.000000
0.029312, 0.029312, 0.058394, 0.000000
0.029770, 0.029770, 0.059307, 0.000000
0.030228, 0.030228, 0.060219, 0.000000
0.030686, 0.030686, 0.061131, 0.000000
0.031144, 0.031144, 0.062044, 0.000000
0.031602, 0.031602, 0.062956, 0.000000
0.032060, 0.032060, 0.063869, 0.000000
0.032518, 0.032518, 0.064781, 0.000000
0.032976, 0.032976, 0.065693, 0.000000
0.033434, 0.033434, 0.066606, 0.000000
0.033892, 0.033892, 0.067518, 0.000000
0.034350, 0.034350, 0.068431, 0.000000
0.034808, 0.034808, 0.069343, 0.000000
0.035265, 0.035265, 0.070255, 0.000000
0.035723, 0.035723, 0.071168, 0.000000
0.036181, 0.036181, 0.072080, 0.000000
0.036639, 0.036639, 0.072993, 0.000000
0.037097, 0.037097, 0.073905, 0.000000
0.037555, 0.037555, 0.074818, 0.000000
0.038013, 0.038013, 0.075730, 0.000000
0.038471, 0.038471, 0.076642, 0.000000
0.038929, 0.038929, 0.077555, 0.000000
0.039387, 0.039387, 0.078467, 0.000000
0.039845, 0.039845, 0.079380, 0.000000
0.040303, 0.040303, 0.080292, 0.000000
0.040761, 0.040761, 0.081204, 0.000000
0.041219, 0.041219, 0.082117, 0.000000
0.041677, 0.041677, 0.083029, 0.000000
0.042135, 0.042135, 0.083942, 0.000000
0.042593, 0.042593, 0.084854, 0.000000
0.043051, 0.043051, 0.085766, 0.000000
0.043509, 0.043509, 0.086679, 0.000000
0.043967, 0.043967, 0.087591, 0.000000
0.044425, 0.044425, 0.088504, 0.000000
0.044883, 0.044883, 0.089416, 0.000000
0.045341, 0.045341, 0.090328, 0.000000
0.045799, 0.045799, 0.091241, 0.000000
0.046257, 0.046257, 0.092153, 0.000000
0.046715, 0.046715, 0.093066, 0.000000
0.047173, 0.047173, 0.093978, 0.000000
0.047631, 0.047631, 0.094891, 0.000000
0.048089, 0.048089, 0.095803, 0.000000
0.048547, 0.048547, 0.096715, 0.000000
0.049005, 0.049005, 0.097628, 0.000000
0.049463, 0.049463, 0.098540, 0.000000
0.049921, 0.049921, 0.099453, 0.000000
0.050379, 0.050379, 0.100365, 0.000000
0.050837, 0.050837, 0.101277, 0.000000
0.051295, 0.051295, 0.102190, 0.000000
0.051753, 0.051753, 0.103102, 0.000000
0.052211, 0.052211, 0.104015, 0.000000
0.052669, 0.052669, 0.104927, 0.000000
0.053127, 0.053127, 0.105839, 0.000000
0.053585, 0.053585, 0.106752, 0.000000
0.054043, 0.054043, 0.107664, 0.000000
0.054501, 0.054501, 0.108577, 0.000000
0.054959, 0.054959, 0.109489, 0.000000
0.055417, 0.055417, 0.110401, 0.000000
0.055875, 0.055875, 0.111314, 0.000000
0.056333, 0.056333, 0.112226, 0.000000
0.056791, 0.056791, 0.113139, 0.000000
0.057249, 0.057249, 0.114051, 0.000000
0.057707, 0.057707, 0.114964, 0.000000
0.058165, 0.058165, 0.115876, 0.000000
0.058623, 0.058623, 0.116788, 0.000000
0.059081, 0.059081, 0.117701, 0.000000
0.059539, 0.059539, 0.118613, 0.000000
0.059997, 0.059997, 0.119526, 0.000000
0.060455, 0.060455, 0.120438, 0.000000
0.060913, 0.060913, 0.121350, 0.000000
0.061371, 0.061371, 0.122263, 0.000000
0.061829, 0.061829, 0.123175, 0.000000
0.062287, 0.062287, 0.124088, 0.000000
0.062745, 0.062745, 0.125000, 0.000000
0.063203, 0.063203, 0.125912, 0.000000
0.063661, 0.063661, 0.126825, 0.000000
0.064119, 0.064119, 0.127737, 0.000000
0.064577, 0.064577, 0.128650, 0.000000
0.065035, 0.065035, 0.129562, 0.000000
0.065493, 0.065493, 0.130474, 0.000000
0.065951, 0.065951, 0.131387, 0.000000
0.066409, 0.066409, 0.132299, 0.000000
0.066867, 0.066867, 0.133212, 0.000000
0.067325, 0.067325, 0.134124, 0.000000
0.067783, 0.067783, 0.135036, 0.000000
0.068241, 0.068241, 0.135949, 0.000000
0.068699, 0.068699, 0.136861, 0.000000
0.069157, 0.069157, 0.137774, 0.000000
0.069615, 0.069615, 0.138686, 0.000000
0.070073, 0.070073, 0.139599, 0.000000
0.070531, 0.070531, 0.140511, 0.000000
0.070989, 0.070989, 0.141423, 0.000000
0.071447, 0.071447, 0.142336, 0.000000
0.071905, 0.071905, 0.143248, 0.000000
0.072363, 0.072363, 0.144161, 0.000000
0.072821, 0.072821, 0.145073, 0.000000
0.073279, 0.073279, 0.145985, 0.000000
0.073737, 0.073737, 0.146898, 0.000000
0.074195, 0.074195, 0.147810, 0.000000
0.074653, 0.074653, 0.148723, 0.000000
0.075111, 0.075111, 0.149635, 0.000000
0.075569, 0.075569, 0.150547, 0.000000
0.076027, 0.076027, 0.151460, 0.000000
0.076485, 0.076485, 0.152372, 0.000000
0.076943, 0.076943, 0.153285, 0.000000
0.077401, 0.077401, 0.154197, 0.000000
0.077859, 0.077859, 0.155109, 0.000000
0.078317, 0.078317, 0.156022, 0.000000
0.078775, 0.078775, 0.156934, 0.000000
0.079233, 0.079233, 0.157847, 0.000000
0.079691, 0.079691, 0.158759, 0.000000
0.080149, 0.080149, 0.159672, 0.000000
0.080607, 0.080607, 0.160584, 0.000000
0.081065, 0.081065, 0.161496, 0.000000
0.081523, 0.081523, 0.162409, 0.000000
0.081981, 0.081981, 0.163321, 0.000000
0.082439, 0.082439, 0.164234, 0.000000
0.082897, 0.082897, 0.165146, 0.000000
0.083355, 0.083355, 0.166058, 0.000000
0.083813, 0.083813, 0.166971, 0.000000
0.084271, 0.084271, 0.167883, 0.000000
0.084729, 0.084729, 0.168796, 0.000000
0.085187, 0.085187, 0.169708, 0.000000
0.085645, 0.085645, 0.170620, 0.000000
0.086103, 0.086103, 0.171533, 0.000000
0.086561, 0.086561, 0.172445, 0.000000
0.087019, 0.087019, 0.173358, 0.000000
0.087477, 0.087477, 0.174270, 0.000000
0.087935, 0.087935, 0.175182, 0.000000
0.088393, 0.088393, 0.176095, 0.000000
0.088851, 0.088851, 0.177007, 0.000000
0.089309, 0.089309, 0.177920, 0.000000
0.089767, 0.089767, 0.178832, 0.000000
0.090225, 0.090225, 0.179745, 0.000000
0.090683, 0.090683, 0.180657, 0.000000
0.091141, 0.091141, 0.181569, 0.000000
0.091599, 0.091599, 0.182482, 0.000000
0.092057, 0.092057, 0.183394, 0.000000
0.092515, 0.092515, 0.184307, 0.000000
0.092973, 0.092973, 0.185219, 0.000000
0.093431, 0.093431, 0.186131, 0.000000
0.093889, 0.093889, 0.187044, 0.000000
0.094347, 0.094347, 0.187956, 0.000000
0.094805, 0.094805, 0.188869, 0.000000
0.095263, 0.095263, 0.189781, 0.000000
0.095721, 0.095721, 0.190693, 0.000000
0.096179, 0.096179, 0.191606, 0.000000
0.096637, 0.096637, 0.192518, 0.000000
0.097095, 0.097095, 0.193431, 0.000000
